10k,name,division,25k,gender,age,official,bib,genderdiv,ctz,35k,overall,pace,state,30k,5k,half,20k,country,city,40k
48.15,"Biernat, Andrzej Andrew",911,120.32,M,51,211.88,13782,7529,,173.20,9896,8.08,KY,146.30,24.13,101.18,95.97,USA,Fort Wright,200.22
56.80,"Lankowski, Glenn R.",2335,142.93,M,45,263.28,13783,13053,,209.27,22370,10.05,SC,173.15,28.77,119.87,113.68,USA,Bluffton,245.62
48.63,"Palmer, Stacy L",656,130.00,F,45,228.92,13784,5158,,187.53,15000,8.73,CA,158.27,24.08,107.75,101.82,USA,Ontario,216.52
48.62,"Ly, Lan",2040,121.53,F,35,214.78,13785,2806,,174.05,10757,8.20,TX,146.80,24.47,102.52,97.22,USA,Bryan,202.37
50.98,"Britton, Robert C.",1115,131.75,M,58,248.20,13786,11846,,198.75,19685,9.47,MI,163.12,25.37,109.20,103.22,USA,Traverse City,233.05
49.18,"Rackley, Erica",3273,129.02,F,24,229.97,13787,5321,,190.25,15294,8.78,CO,159.58,23.90,107.33,101.63,USA,Colorado Springs,218.90
48.57,"Oskwarek, Barbara",2034,122.33,F,34,214.67,13788,2795,,176.12,10733,8.20,MA,149.08,24.33,102.82,97.62,USA,Brookline,202.92
47.22,"Allen, Mark",395,117.27,M,54,197.60,13791,5080,,164.62,5826,7.55,AZ,141.12,23.78,98.98,93.93,USA,Phoenix,187.58
47.37,"Tono, Silvia",1027,118.68,F,34,204.12,13792,1325,,168.78,7528,7.80,,143.70,23.80,99.70,94.55,ITA,Seregno,193.23
50.40,"Albers, Deb",1323,133.93,F,45,248.92,13793,7912,,199.08,19826,9.50,OH,165.35,25.03,111.15,105.23,USA,Beavercreek,233.73
50.05,"Raybould, Liz",3068,128.47,F,35,226.68,13794,4800,,185.33,14373,8.65,UT,156.35,24.60,107.62,101.80,USA,Salt Lake City,213.83
48.42,"Jorgensen, Laura",3795,126.82,F,28,238.83,13795,6740,,189.80,17776,9.12,MN,157.10,23.45,105.32,99.52,USA,Minneapolis,224.77
48.17,"Petry, Kati A",1686,122.03,F,29,210.97,13796,2237,,174.25,9622,8.05,IL,148.12,24.12,102.58,97.20,USA,Chicago,200.00
49.42,"Noble, Rex E Jr.",1281,125.90,M,53,224.00,13797,9260,,182.93,13610,8.55,FL,153.25,24.37,105.55,99.88,USA,Palm City,211.03
49.25,"Grenon, Stephane",1137,124.83,M,52,219.25,13798,8620,,179.23,12188,8.37,QC,151.50,24.40,104.77,99.23,CAN,Ste-Rose Du Nord,207.20
47.82,"Mulhern, Joseph J",839,120.50,M,59,232.15,13800,10215,,185.15,15877,8.87,MD,150.77,24.00,101.00,95.70,USA,Annapolis,217.32
46.75,"Donegan, Kerry",3473,125.85,F,33,233.25,13801,5829,,187.95,16171,8.90,NY,155.62,23.27,101.28,95.83,USA,New York,220.15
48.00,"Hernandez-Mckean, Alexandra",1098,119.67,F,33,204.83,13802,1414,,169.48,7760,7.82,NY,144.32,24.15,101.00,95.92,USA,New York,194.18
48.02,"Taffeiren, Pamela J",459,116.43,F,31,194.55,13803,568,,162.48,5180,7.43,ON,139.73,24.65,98.78,93.78,CAN,Chatham,184.73
57.92,"Graham, Casey",4887,151.55,F,32,270.87,13804,9963,,217.50,23576,10.33,MN,182.00,26.43,124.52,118.55,USA,Saint Paul,250.87
49.18,"Ginikos, John F",1612,129.10,M,51,237.83,13805,10916,,192.83,17512,9.08,OH,159.40,24.18,107.37,101.53,USA,Nashport,224.62
46.95,"Williams, Lisa C.",203,118.35,F,46,213.05,13806,2545,,175.03,10249,8.13,MA,143.95,23.30,99.45,94.32,USA,Concord,201.77
48.22,"Chan, Sussanah Y.",2088,123.43,F,38,215.32,13809,2886,,176.68,10927,8.22,,150.02,23.87,103.43,97.93,GBR,Surrey,203.55
43.40,"Martin, Lisa S",803,111.22,F,37,201.02,13810,1017,,161.42,6705,7.68,WI,135.45,22.07,93.32,88.40,USA,Glendale,188.87
49.63,"Domina, Christie",3324,126.32,F,32,230.72,13811,5440,,185.92,15487,8.80,OK,154.45,24.92,105.87,100.38,USA,Edmond,216.58
46.28,"Sobeck, Janneke Q.",1325,116.65,F,28,207.32,13812,1722,,168.65,8466,7.92,MN,141.80,23.25,98.07,93.00,USA,Winona,195.33
45.72,"Cooper, Brian",447,114.78,M,50,199.37,13813,5413,USA,163.43,6289,7.62,QC,138.78,23.18,96.47,91.38,CAN,Saint Lambert,188.30
52.00,"Maxson, Lee V",1634,132.85,M,52,238.77,13814,11028,,196.03,17762,9.12,AZ,163.85,26.17,110.92,104.97,USA,Chandler,226.15
51.32,"Lerario, Amira J.",736,130.63,F,47,230.95,13816,5478,GBR,190.90,15551,8.82,CT,160.80,25.37,109.10,103.53,USA,Manchester,218.93
50.78,"Toriello, Gabriela",3064,127.20,F,35,226.60,13817,4793,,184.13,14359,8.65,,154.22,25.72,107.02,101.48,GUA,Guatemala,214.97
49.35,"Duguay, Sylvain",618,124.62,M,55,222.13,13818,9028,,181.63,13062,8.48,QC,150.83,24.90,104.92,99.50,CAN,Laval,210.27
48.02,"Whipple, Shannon M",2602,123.42,F,36,220.78,13819,3809,,179.97,12652,8.43,CT,150.83,23.87,103.20,97.73,USA,Norwalk,208.33
51.98,"Albert, Carrie L.",3390,132.05,F,38,231.67,13820,5602,,189.33,15764,8.85,OH,160.45,25.88,110.97,105.12,USA,Cortland,218.82
48.43,"Mason, Rick",264,120.87,M,56,208.78,13821,6999,,171.17,8922,7.97,FL,145.90,24.33,101.73,96.45,USA,Oviedo,197.13
46.37,"Eidson, Rachel W.",2644,119.80,F,29,221.20,13822,3880,,179.85,12785,8.45,AL,149.42,23.05,99.23,94.00,USA,Hunstville,208.45
48.97,"Ku, Wendy A",2506,124.43,F,34,219.68,13823,3644,,182.98,12342,8.38,CT,153.17,24.52,104.13,98.60,USA,Farmington,208.98
49.73,"Miller, Jeff",1194,123.63,M,51,220.83,13825,8852,,174.45,12674,8.43,KY,148.87,25.12,104.35,99.00,USA,Walton,204.75
48.72,"Lopez, Bego",1634,127.88,F,45,264.65,13826,9446,ESP,205.13,22603,10.10,FL,168.58,24.18,104.53,98.03,USA,Deland,244.57
48.87,"Traub, Jean",625,126.68,F,44,220.75,13827,3805,,181.75,12643,8.43,VA,154.02,24.10,105.83,99.92,USA,Alexandria,208.58
46.57,"Wolf, Karen",677,116.30,F,36,198.98,13828,852,,164.57,6193,7.60,PA,140.18,23.33,98.00,92.98,USA,Mars,188.85
53.57,"Blalock, Aytree",4524,139.07,F,36,259.05,13829,8973,,206.83,21704,9.88,ID,171.72,26.37,115.02,108.85,USA,Boise,244.20
48.40,"Cryan, Jaime N.",2326,122.35,F,28,217.78,13830,3303,,176.40,11715,8.32,KY,148.47,24.02,102.80,97.47,USA,Louisville,204.53
48.18,"Patton, Kaireen",1090,122.55,F,43,234.75,13832,6106,,186.28,16642,8.97,ON,152.22,24.13,101.77,96.47,CAN,Ottawa,220.98
48.18,"Swords, Kerry N",213,119.93,F,42,206.97,13833,1674,,170.65,8358,7.90,MA,145.05,24.07,100.92,95.70,USA,Boston,196.18
46.52,"Randolph, Mark W",343,117.32,M,56,212.53,13836,7630,,169.80,10077,8.12,CA,143.13,23.45,98.60,93.28,USA,San Jose,198.72
47.13,"Lange, Christy",1298,119.00,F,39,207.00,13837,1685,,169.55,8375,7.90,VA,144.27,23.42,100.10,94.87,USA,Roanoke,195.83
50.07,"Feeney, Jodi M.",205,130.47,F,50,223.72,13838,4315,,185.70,13533,8.53,MA,157.72,24.70,108.88,103.02,USA,Milton,212.37
47.93,"Lopez, Christina",3037,127.77,F,31,226.23,13840,4723,,184.67,14250,8.63,CA,155.85,23.92,106.33,100.43,USA,Corona Del Mar,213.72
47.50,"Scallon, Mara K.",1902,119.22,F,20,213.25,13841,2573,,172.15,10297,8.13,MA,144.60,23.97,100.23,95.08,USA,Boston,200.58
48.90,"Shipley, Glen M",912,123.73,M,54,211.90,13842,7532,,176.40,9900,8.08,NJ,150.15,24.37,104.17,98.68,USA,Moorestown,200.85
47.87,"Raymond, Emily S.",2220,120.27,F,32,216.78,13844,3124,,174.63,11381,8.28,MA,146.32,23.95,101.32,96.10,USA,Cambridge,203.65
47.48,"Moore-Hart, Teri M.",158,122.02,F,52,220.55,13845,3773,,178.27,12580,8.42,WI,149.25,23.60,101.88,96.52,USA,Wilton,206.75
49.05,"Kreisman, Sarah J",142,123.10,F,45,209.13,13846,1967,,173.82,9044,7.98,NY,148.22,24.53,103.73,98.37,USA,New York,198.53
49.25,"Blondin, Dan",111,124.97,M,61,217.87,13847,8426,,179.53,11745,8.32,IL,151.92,24.58,104.82,99.30,USA,Westmont,206.48
47.32,"Hofmann, Elke",146,118.78,F,42,203.05,13848,1216,,168.00,7253,7.75,NY,143.12,23.43,100.28,95.10,USA,Brooklyn,192.25
48.22,"Marsh, Cynthia A.",403,122.07,F,40,214.62,13849,2783,,175.52,10712,8.20,NH,148.17,24.22,102.60,97.23,USA,Rochester,202.55
48.47,"Helsel, Theresa",2788,121.48,F,37,222.97,13851,4178,,179.83,13307,8.52,FL,149.42,24.35,101.77,96.47,USA,Orlando,210.32
47.68,"Whitten, Amanda",2399,121.92,F,31,218.60,13852,3444,,178.43,11975,8.35,CA,149.53,23.82,101.78,96.35,USA,Fresno,206.37
47.38,"Bird, Amanda L",2440,123.12,F,33,219.03,13853,3523,,177.90,12116,8.37,TX,149.77,23.55,102.85,97.30,USA,Eastland,206.77
47.38,"Hatanaka, Fumitaka",1235,120.95,M,51,222.08,13854,9017,,180.42,13045,8.48,NY,148.32,23.63,101.40,96.18,USA,New York,209.40
50.20,"Elliott, Karey",2605,128.58,F,39,220.80,13855,3813,,183.05,12658,8.43,PA,155.25,25.47,106.98,101.33,USA,North East,209.45
51.47,"Staples, Kamryn",4598,134.25,F,34,261.45,13856,9174,,201.32,22092,9.98,CA,165.90,25.65,112.70,106.43,USA,Rosevillle,246.13
47.65,"Bruce, Meghan J.",853,117.13,F,23,201.68,13857,1083,,164.97,6872,7.70,NJ,140.80,24.00,99.13,94.05,USA,Princeton,190.55
52.05,"Kozawa, Kiyoko",177,131.45,F,53,222.15,13858,4036,,185.58,13065,8.48,,158.87,25.68,110.62,104.78,JPN,Komaki,210.93
48.00,"Sullivan, David E.",330,122.90,M,59,212.05,13860,7557,,175.90,9953,8.10,MA,149.32,24.15,103.12,97.68,USA,Winchester,201.50
47.52,"Conrad, Sara",1549,118.75,F,34,209.58,13862,2038,,170.92,9201,8.00,MN,144.18,24.23,99.77,94.60,USA,St Paul,197.85
52.77,"Patrick, Henry C",1535,132.77,M,53,234.35,13863,10485,,190.08,16537,8.95,LA,160.42,26.23,111.67,106.05,USA,Baton Rouge,219.78
48.95,"Bruce, Stacy E",1395,128.40,F,42,246.60,13866,7702,,196.20,19423,9.42,TX,160.35,24.30,-,99.57,USA,Pflugerville,231.70
46.98,"Edwards, Bill S Jr.",118,117.97,M,59,198.97,13867,5341,,165.85,6192,7.60,SC,141.93,23.37,99.70,94.65,USA,Florence,189.08
53.25,"Johnson, Nicole M",5617,144.82,F,39,295.65,13868,11649,,233.02,26777,11.28,ON,185.65,25.50,117.08,111.07,CAN,Milton,280.42
49.90,"Russell, Carl R.",1044,134.08,M,57,242.73,13869,11403,,195.75,18644,9.27,NC,164.32,24.87,109.20,103.40,USA,Boone,230.30
48.45,"Weber, Carolyn F.",2573,121.63,F,31,220.47,13870,3756,,175.87,12550,8.42,ID,147.92,24.08,102.13,96.82,USA,Pocatello,204.90
51.85,"Ramos, Miguel",1856,131.22,M,50,255.82,13871,12472,,202.70,21123,9.77,CA,166.62,25.47,109.60,103.72,USA,Signal Hill,241.15
48.67,"Levinton, Carey M",859,120.08,M,53,210.20,13872,7274,,169.57,9402,8.03,ON,144.42,24.55,101.37,96.28,CAN,Toronto,196.62
47.52,"Van Gijseghem, Piet F.",931,120.47,M,50,212.67,13873,7650,,172.05,10124,8.12,,145.53,23.63,101.20,95.83,BEL,Aalst,199.82
48.78,"Bodamer, Curtis A",1274,127.23,M,50,223.80,13875,9233,,183.12,13559,8.55,OH,153.90,24.25,107.53,102.12,USA,Boardman,211.55
48.88,"Rigali, Monica C",185,124.58,F,45,211.67,13876,2338,,175.80,9827,8.08,CA,149.90,24.37,105.28,99.95,USA,Temecula,200.80
47.42,"Schmidt, Alexandra J",3853,126.03,F,28,240.00,13877,6918,,193.75,18095,9.17,MA,159.12,23.48,104.52,98.32,USA,Milton,226.73
47.97,"Robertz, Janet L",115,121.30,F,54,216.85,13879,3139,,176.38,11410,8.28,FL,148.30,24.12,101.67,96.32,USA,Boca Raton,204.82
50.33,"Prince, Akiko F",4169,133.53,F,37,248.35,13880,7856,JPN,198.80,19716,9.48,MI,164.30,24.28,110.78,104.82,USA,Wolverine Lake,233.18
46.17,"Mungham, Thomas G",660,116.58,M,52,205.90,13881,6513,,168.72,8053,7.87,ON,143.43,23.08,98.03,92.97,CAN,Newmarket,194.40
47.63,"Titley, Andy",1473,126.18,M,52,231.57,13882,10154,,184.18,15739,8.83,,155.13,23.47,105.58,100.32,GBR,Stockport,216.13
47.23,"Pierson, Antigone L.",2301,123.28,F,37,217.60,13884,3267,,178.20,11658,8.30,LA,150.58,23.67,102.75,97.35,USA,New Orleans,205.60
47.00,"Amoroso, Hannah",1189,118.03,F,36,205.85,13885,1532,,169.13,8039,7.87,LA,143.07,23.30,99.47,94.32,USA,Baton Rouge,194.57
50.87,"Jones Fairchild, Sarah",3728,130.70,F,36,237.60,13886,6558,,193.18,17446,9.07,PA,160.87,25.45,109.72,104.05,USA,Easton,223.62
47.43,"Johnson, Jeff",518,118.15,M,50,202.18,13887,5873,,166.87,6995,7.72,CA,142.17,23.85,99.50,94.38,USA,Escondido,191.20
50.50,"Stauffer, Jack",2046,137.15,M,54,278.50,13888,14090,,215.28,24597,10.63,NY,173.58,25.17,110.98,104.90,USA,Manlius,259.98
47.72,"Lewis, Lori",576,120.33,F,49,226.73,13889,4813,,180.95,14393,8.65,UT,147.92,23.83,101.03,95.78,USA,Cedar Hills,212.50
48.22,"Dallaire, John",302,120.80,M,56,210.88,13890,7374,,172.32,9601,8.05,NB,146.08,24.23,101.43,96.13,CAN,Moncton,198.72
53.02,"Willis, Mark D",251,130.57,M,61,231.22,13891,10113,,187.48,15641,8.83,VA,157.68,27.03,110.25,104.67,USA,Richmond,217.67
47.53,"Wright, Kim S.",175,121.77,F,45,211.40,13892,2289,,173.58,9738,8.07,CO,147.22,23.68,102.17,96.87,USA,Boulder,200.08
47.18,"Digraziano, Joanne",69,118.93,F,50,210.97,13893,2238,,172.03,9623,8.05,NY,144.80,23.65,99.87,94.62,USA,Smithtown,199.12
47.18,"Reilly, Cara",1383,118.37,F,29,208.03,13894,1810,,168.35,8686,7.95,MA,142.82,23.63,99.85,94.67,USA,Lenoxdale,196.10
49.17,"Sopic, Natalie",1635,122.48,F,34,210.42,13895,2161,,173.00,9464,8.03,NY,147.53,24.62,103.42,98.17,USA,New York,199.08
56.05,"Pitfick, Lindsay",4201,139.87,F,33,249.13,13896,7943,,204.47,19881,9.52,GA,170.27,27.90,117.13,111.23,USA,Lake Spivey,236.88
55.53,"Kalina, Paul",1998,143.75,M,52,272.20,13898,13706,,215.25,23786,10.38,MN,176.37,27.20,119.78,113.32,USA,Edina,254.70
49.00,"Franyuti, Flavio A. Sr.",1240,125.73,M,50,222.33,13899,9047,,180.45,13115,8.48,,152.17,24.45,105.70,99.62,MEX,Atizapan,209.38
47.87,"Mosser Romero, Amy",626,121.10,F,42,220.77,13900,3807,,180.15,12648,8.43,CO,148.75,24.13,101.60,96.23,USA,Denver,209.25
50.52,"Anderson, Rusty",705,128.73,M,55,225.88,13902,9493,,186.25,14169,8.62,NC,156.52,25.32,107.55,101.85,USA,Clayton,213.97
48.45,"Metcalf, Lindsay",1401,121.90,F,36,208.22,13903,1836,,172.05,8742,7.95,FL,146.67,24.25,102.73,97.35,USA,Naples,197.23
48.83,"Watt, Douglas A",598,125.75,M,56,221.28,13904,8911,,180.52,12805,8.45,MD,152.88,24.00,105.28,99.62,USA,Gaithersburg,208.28
45.40,"Viola, Adrienne",452,113.22,F,23,194.35,13905,555,,160.65,5123,7.42,NJ,137.27,22.97,95.27,90.42,USA,Manalapan,184.17
51.15,"Russo, George",1580,130.28,M,51,236.45,13906,10737,,191.12,17135,9.03,IL,159.23,25.22,109.23,103.48,USA,Libertyville,222.98
47.97,"Perez, Geoffrey C.",990,120.58,M,51,214.52,13908,7916,,172.98,10682,8.18,,146.15,24.10,101.23,95.90,PHI,Baguio City,200.40
47.62,"Baldwin, Bob",1579,121.70,M,50,236.42,13909,10729,,188.55,17121,9.03,ON,154.72,23.88,101.28,95.97,CAN,Toronto,222.47
48.33,"Leugers, Kelly P",1795,122.38,F,30,212.18,13910,2408,,174.77,9985,8.10,OH,148.13,23.98,102.72,97.25,USA,Cincinnati,201.08
47.52,"Mahoney, Annie E",692,116.15,F,25,199.37,13911,877,,165.15,6290,7.62,MN,140.27,24.23,98.12,93.10,USA,Hutchinson,189.28
48.02,"Barbee, Mark D",642,119.08,M,52,205.52,13912,6450,,167.57,7942,7.85,MA,142.93,24.00,100.65,95.52,USA,Boston,193.68
50.70,"Lewis, James M",1097,128.48,M,50,217.85,13913,8422,,181.73,11739,8.32,IN,155.55,25.28,107.82,102.13,USA,South Bend,207.12
48.07,"Fortington, Grant W.",1068,121.78,M,50,216.82,13914,8267,,175.98,11397,8.28,,148.55,23.92,102.05,96.73,AUS,Glenelg North,204.45
47.22,"Huml, Marianne",35,123.07,F,58,220.35,13915,3740,,179.33,12523,8.42,IL,150.78,23.30,102.75,97.38,USA,Wheaton,207.78
55.18,"Cox, Kristine",4853,141.88,F,36,269.73,13917,9868,,216.63,23410,10.30,CO,175.58,27.57,117.52,111.17,USA,Palisade,256.00
52.25,"McCormack, Steve",439,126.42,M,55,216.07,13918,8150,,178.10,11153,8.25,ON,152.02,28.00,106.83,101.33,CAN,Toronto,204.10
47.93,"Smith, Kristin S",1473,120.70,F,33,208.85,13919,1930,,172.17,8943,7.97,IL,146.10,23.88,101.47,96.17,USA,Chicago,197.78
47.57,"Perri, Stefanie L",3536,129.18,F,29,234.12,13920,5990,,189.87,16439,8.93,MI,158.52,23.65,107.32,101.67,USA,Walled Lake,220.70
48.62,"Juutinen, Unto",410,123.83,M,55,215.30,13921,8041,,178.23,10926,8.22,,150.47,24.20,104.07,98.58,FIN,Kurkimaki,204.03
47.23,"Pulvino, David",1978,145.08,M,54,269.35,13922,13510,,203.80,23350,10.28,CA,172.18,23.88,123.50,117.18,USA,San Jose,251.62
48.72,"Feser, Ralf",1954,135.53,M,54,266.62,13923,13296,,212.02,22906,10.18,,169.72,24.08,112.85,106.77,GER,Iserlohn,250.53
49.55,"Russiello, Michael J",1208,127.05,M,53,221.30,13924,8918,,181.97,12817,8.45,VA,154.13,24.15,106.75,101.17,USA,Oakton,209.57
48.00,"Grimmett, Kayla",1565,120.23,F,20,209.72,13925,2059,,171.30,9247,8.00,MD,145.50,23.97,101.20,95.98,USA,Annapolis,197.57
50.27,"Kunkel, Christopher",795,130.05,M,57,229.97,13926,9971,,187.72,15289,8.78,NJ,158.50,24.98,108.80,103.13,USA,Oradell,216.82
47.20,"Beiswanger, Lynn",334,118.73,M,59,212.22,13927,7582,,171.45,9996,8.10,ND,144.02,23.70,99.98,94.77,USA,Bismarck,200.20
50.00,"Udagawa, Atsushi",1527,128.57,M,52,234.00,13928,10439,,188.87,16410,8.93,,157.68,24.80,107.40,101.58,JPN,Tokyo,220.20
47.70,"Black, Tony",320,116.22,M,51,194.42,13929,4587,,162.53,5148,7.42,VA,139.45,24.48,97.77,92.83,USA,Mclean,184.68
48.75,"Sankar, Alicia Q",138,121.62,F,48,208.92,13930,1940,,172.42,8969,7.98,TX,146.75,24.30,102.58,97.42,USA,Austin,197.63
46.97,"Sakry, Theresa",564,118.48,F,43,219.05,13931,3528,,177.73,12125,8.37,MN,145.22,23.57,99.45,94.23,USA,Elk River,205.75
48.13,"Sheridan, Kristi D.",193,120.82,F,40,206.32,13932,1587,CAN,171.47,8165,7.88,MO,145.85,24.22,101.90,96.70,USA,West Plains,195.90
48.08,"Fiscus, Susie",2712,124.57,F,23,221.95,13933,4013,,182.55,13015,8.47,CT,153.48,23.98,103.22,97.77,USA,Bethel,210.07
47.57,"Creutz, Meagan R",1213,116.72,F,24,206.05,13934,1561,,168.65,8092,7.87,MI,142.72,23.87,98.82,93.75,USA,Saline,195.30
49.85,"Parker, Anne-Margaret",3878,127.08,F,24,240.77,13936,7011,,193.90,18244,9.18,VA,158.35,24.93,106.08,100.55,USA,Harrisonburg,227.75
46.85,"Legault, Janik",1535,120.45,F,39,209.47,13938,2019,,172.70,9159,8.00,QC,146.37,23.50,100.02,94.82,CAN,Saint-Basile-Le-Grand,198.30
49.37,"Kelly, Clare E.",3237,125.32,F,20,229.53,13939,5238,,186.70,15148,8.77,SC,154.70,24.55,105.08,99.62,USA,Columbia,216.97
48.87,"Munson, Kathleen A.",4691,129.13,F,29,264.33,13940,9416,,201.88,22550,10.08,CA,163.13,24.18,106.32,100.52,USA,Hermosa Beach,250.25
48.72,"Jordan, Arthur J. Jr.",1606,122.42,M,51,237.60,13941,10887,,176.70,17444,9.07,PA,148.62,24.35,102.93,97.65,USA,Clarks Green,215.88
49.27,"Ono, Masato",165,123.88,M,63,223.15,13942,9151,JPN,178.40,13350,8.52,NY,150.23,25.45,103.27,97.92,USA,New York,207.13
51.93,"Lademan, Daryle E.",697,128.77,F,43,222.62,13943,4119,,182.88,13192,8.50,VA,155.58,25.90,108.83,103.28,USA,Arlington,210.57
47.52,"Swislosky, Melissa",379,120.65,F,42,213.72,13944,2641,,174.02,10436,8.17,NY,146.87,23.68,101.23,95.93,USA,Mount Upton,201.53
48.88,"Ignace, Danielle",3406,127.43,F,35,232.05,13945,5645,,186.85,15847,8.87,MA,155.72,24.53,104.78,98.98,USA,Northampton,219.20
49.73,"Nichols, Daniel C.",426,124.93,M,57,215.68,13946,8093,,177.83,11036,8.23,MD,151.15,24.92,105.25,99.78,USA,Odenton,203.97
48.23,"French, Jenny S.",1268,119.73,F,27,206.77,13947,1644,,172.13,8296,7.90,OR,146.83,23.92,100.72,95.50,USA,Portland,196.35
47.07,"Uehling, Earl R",869,116.95,M,51,210.53,13949,7318,,169.83,9494,8.03,PA,142.30,23.78,98.10,92.92,USA,Glenside,197.83
48.73,"Furuta, Glen K",1063,123.38,M,52,216.62,13950,8234,,176.25,11332,8.27,CA,149.07,24.35,104.27,98.48,USA,San Carlos,204.05
50.30,"Lee, Stephen E.",445,125.82,M,62,244.18,13951,11507,,190.33,18939,9.32,QC,155.97,24.87,105.68,100.10,CAN,Laval,226.65
47.12,"Downing, Kevin C",47,120.07,M,64,205.88,13952,6510,,170.05,8048,7.87,MA,144.97,23.30,100.93,95.68,USA,Attleboro,195.03
47.48,"Standley, Jill",1078,118.83,F,36,204.67,13953,1388,,169.43,7708,7.82,TN,143.95,23.93,100.03,94.97,USA,Clarksville,194.25
45.37,"Troy, Molly M",1705,117.05,F,29,211.28,13955,2274,,170.72,9710,8.07,CT,143.00,22.43,97.92,92.78,USA,West Suffield,198.38
52.23,"McNamara, Caitlin P.",3805,135.37,F,24,239.12,13956,6776,,195.88,17843,9.13,MN,165.52,25.60,113.17,107.40,USA,Minneapolis,226.43
48.70,"Strout, Megan",3017,124.00,F,27,225.90,13957,4678,,181.23,14171,8.62,MO,151.75,24.20,103.82,98.40,USA,St. Louis,211.88
47.00,"Weber, Rebecca S.",1528,118.57,F,30,209.42,13958,2007,,170.27,9139,8.00,NY,143.62,23.45,99.80,94.55,USA,Brooklyn,197.80
48.48,"Hyde, Allan",793,120.05,M,50,208.93,13959,7036,,171.17,8978,7.98,,145.00,24.18,101.42,96.20,GBR,Teddington,197.90
48.03,"Dunfey, Bob",319,131.15,M,62,234.85,13960,10548,,191.55,16672,8.97,ME,161.13,23.73,107.35,101.65,USA,Cape Elizabeth,222.08
48.63,"Wind, Jay Jacob",55,123.60,M,64,208.37,13961,6923,,173.43,8785,7.95,VA,148.43,23.63,104.48,99.15,USA,Arlington,197.30
46.58,"Biggs, Gregory",658,118.93,M,55,223.95,13962,9255,AUS,176.97,13600,8.55,ON,146.40,23.28,99.35,94.08,CAN,Toronto,209.50
48.57,"Spielman, Kathryn L.",2181,122.47,F,23,216.32,13963,3047,,177.95,11235,8.27,MA,150.22,24.48,102.63,97.45,USA,Brookline,204.70
47.00,"Shearin, Jesse",1141,118.08,M,52,219.28,13965,8628,,169.97,12204,8.37,PA,142.83,23.40,99.45,94.37,USA,Glenshaw,202.12
50.62,"Sizelove, Lj",281,126.75,F,49,216.63,13966,3106,,179.42,11344,8.27,GA,152.92,25.45,106.80,101.25,USA,Augusta,205.03
48.73,"Woodward, Susie",1186,129.87,F,40,237.88,13967,6605,,194.97,17528,9.08,OR,161.82,24.05,106.72,100.87,USA,Portland,225.05
47.02,"Lennartz, Laura",613,121.23,F,41,220.23,13968,3728,,178.57,12497,8.40,PA,148.78,23.50,101.50,96.20,USA,Garnet Valley,207.62
44.22,"Campbell, Angela",1656,115.72,F,35,210.63,13969,2192,,171.75,9525,8.05,CO,142.22,22.13,95.67,90.53,USA,Boulder,198.97
53.80,"Melara, Karen",3583,135.48,F,36,234.80,13970,6116,ESA,193.23,16654,8.97,NY,163.70,26.45,114.27,108.28,USA,Port Washington,222.10
46.78,"Wolf, Bryan E",702,118.78,M,50,207.00,13971,6690,,168.77,8374,7.90,OR,143.33,23.07,99.95,94.70,USA,Tigard,195.17
47.55,"Zhang, Yuzhou",1770,123.77,M,52,248.03,13972,11823,,194.13,19651,9.47,,157.53,23.72,101.97,96.23,CHN,Beijing,230.72
46.82,"Brongel, Annie",1193,118.07,F,37,205.87,13974,1537,,170.20,8046,7.87,QC,143.87,23.42,99.35,94.22,CAN,St Basile Le Grand,194.98
50.73,"Roberts, Stacy",2143,125.25,F,39,215.98,13975,2988,,177.93,11124,8.25,IL,151.30,26.30,105.55,100.13,USA,Chicago,204.37
47.10,"Smith, Charity N.",1945,120.55,F,35,213.72,13976,2639,,174.05,10434,8.17,CT,146.67,23.63,101.08,95.68,USA,Avon,201.85
47.82,"Walsh, Josie",907,119.32,F,34,202.52,13977,1156,,168.02,7088,7.73,NJ,143.55,24.00,100.58,95.40,USA,Cliffside Park,192.10
50.05,"Williams, Rhys",1693,129.55,M,52,242.50,13978,11382,,194.28,18588,9.25,VA,160.18,24.45,108.02,102.23,USA,Reston,227.85
58.83,"Sitz, Herbert",1626,146.30,M,50,238.37,13979,10977,,202.95,17656,9.10,WA,175.58,29.38,124.03,117.77,USA,Kingston,227.65
47.05,"Klotz, Rhoda J",622,119.95,F,47,227.95,13980,5021,,178.03,14741,8.70,MN,147.42,23.63,100.17,94.83,USA,Elk River,212.08
47.62,"Washington, Perry",338,119.57,M,55,212.33,13981,7604,,170.85,10032,8.10,MD,144.50,24.05,100.82,95.53,USA,Monrovia,199.08
52.05,"Koehler, Becky R.",3548,133.93,F,27,234.25,13982,6024,,192.32,16491,8.95,WI,162.55,25.88,111.65,105.67,USA,Madison,221.75
48.00,"Ramos, Patti",1787,120.55,F,26,212.03,13983,2395,,172.98,9949,8.10,MI,145.80,24.05,101.50,96.18,USA,Royal Oak,199.77
50.53,"Portnoy, Emily",2816,127.53,F,29,223.27,13984,4229,,183.27,13394,8.52,MN,155.67,25.22,107.23,101.73,USA,Minneapolis,211.23
50.53,"Gross, Michelle L.",2380,127.73,F,32,218.33,13985,3402,,180.55,11899,8.33,NY,153.90,25.12,107.73,102.23,USA,New York,206.93
